order_item_id,order_id,product_id,quantity,unit_price
OI-0000000144,ORD-00000048,PROD-00008249,3,67.54
OI-0000000145,ORD-00000049,PROD-00007393,4,528.39
OI-0000000146,ORD-00000049,PROD-00000256,4,1595.32
OI-0000000147,ORD-00000049,PROD-00000655,3,151.72
OI-0000000148,ORD-00000050,PROD-00001603,2,1768.81
OI-0000000149,ORD-00000050,PROD-00008684,2,316.79
OI-0000000150,ORD-00000050,PROD-00001607,4,865.21
OI-0000000151,ORD-00000051,PROD-00005632,1,1657.29
OI-0000000152,ORD-00000051,PROD-00008416,5,1858.4
OI-0000000153,ORD-00000051,PROD-00005081,4,1037.5
OI-0000000154,ORD-00000052,PROD-00003423,2,1462.6
OI-0000000155,ORD-00000052,PROD-00009567,1,564.71
OI-0000000156,ORD-00000052,PROD-00009801,5,1666.07
OI-0000000157,ORD-00000053,PROD-00006643,3,1794.73
OI-0000000158,ORD-00000053,PROD-00002482,4,925.46
OI-0000000159,ORD-00000053,PROD-00003453,4,1595.22
OI-0000000160,ORD-00000054,PROD-00002381,5,690.65
OI-0000000161,ORD-00000054,PROD-00007954,3,206.54
OI-0000000162,ORD-00000054,PROD-00005277,5,1207.28
OI-0000000163,ORD-00000055,PROD-00002619,3,1678.46
OI-0000000164,ORD-00000055,PROD-00003791,3,1688.87
OI-0000000165,ORD-00000055,PROD-00006258,1,1868.32
OI-0000000166,ORD-00000056,PROD-00006694,4,1560.4
OI-0000000167,ORD-00000056,PROD-00000518,4,771.44
OI-0000000168,ORD-00000056,PROD-00003378,3,993.69
OI-0000000169,ORD-00000057,PROD-00007895,2,59.55
OI-0000000170,ORD-00000057,PROD-00008095,1,1689.41
OI-0000000171,ORD-00000057,PROD-00007436,5,1802.45
OI-0000000172,ORD-00000058,PROD-00000015,2,152.17
OI-0000000173,ORD-00000058,PROD-00003021,1,1999.79
OI-0000000174,ORD-00000058,PROD-00002132,2,877.73
OI-0000000175,ORD-00000059,PROD-00005270,2,1280.18
OI-0000000176,ORD-00000059,PROD-00003199,3,1567.45
OI-0000000177,ORD-00000059,PROD-00004552,2,110.83
OI-0000000178,ORD-00000060,PROD-00002473,1,373.02
OI-0000000179,ORD-00000060,PROD-00003404,2,1776.77
OI-0000000180,ORD-00000060,PROD-00009709,1,444.88
OI-0000000181,ORD-00000061,PROD-00001459,3,398.42
OI-0000000182,ORD-00000061,PROD-00005548,4,1110.79
OI-0000000183,ORD-00000061,PROD-00005500,3,5.48
OI-0000000184,ORD-00000062,PROD-00007094,5,1916.31
OI-0000000185,ORD-00000062,PROD-00009590,4,418.5
OI-0000000186,ORD-00000062,PROD-00006401,4,1339.68
OI-0000000187,ORD-00000063,PROD-00001240,4,1776.16
OI-0000000188,ORD-00000063,PROD-00002378,3,916.58
OI-0000000189,ORD-00000063,PROD-00006338,4,1199.45
OI-0000000190,ORD-00000064,PROD-00008722,2,1050.01
OI-0000000191,ORD-00000064,PROD-00008138,3,749.82
OI-0000000192,ORD-00000064,PROD-00003888,2,1243.06
OI-0000000193,ORD-00000065,PROD-00007758,3,422.11
OI-0000000194,ORD-00000065,PROD-00009318,2,900.2
OI-0000000195,ORD-00000065,PROD-00002061,4,1998.09
OI-0000000196,ORD-00000066,PROD-00008271,4,1426.59
OI-0000000197,ORD-00000066,PROD-00003176,2,1051.82
OI-0000000198,ORD-00000066,PROD-00005543,5,1610.46
OI-0000000199,ORD-00000067,PROD-00007832,1,868.93
OI-0000000200,ORD-00000067,PROD-00000578,1,1695.3
OI-0000000201,ORD-00000067,PROD-00007273,1,882.14
OI-0000000202,ORD-00000068,PROD-00008052,1,1536.29
OI-0000000203,ORD-00000068,PROD-00001890,3,299.08
OI-0000000204,ORD-00000068,PROD-00006596,5,1785.95
OI-0000000205,ORD-00000069,PROD-00000016,3,98.67
OI-0000000206,ORD-00000069,PROD-00006964,3,513.73
OI-0000000207,ORD-00000069,PROD-00009173,4,347.29
OI-0000000208,ORD-00000070,PROD-00005986,1,1241.51
OI-0000000209,ORD-00000070,PROD-00005847,2,1844.76
OI-0000000210,ORD-00000070,PROD-00002483,4,320.8
OI-0000000211,ORD-00000071,PROD-00009144,1,1689.06
OI-0000000212,ORD-00000071,PROD-00006544,4,649.16
OI-0000000213,ORD-00000071,PROD-00008330,4,245.51
OI-0000000214,ORD-00000072,PROD-00003197,4,1185.94
OI-0000000215,ORD-00000072,PROD-00001336,2,873.84
OI-0000000216,ORD-00000072,PROD-00008644,4,486.34
OI-0000000217,ORD-00000073,PROD-00004811,4,766.98
OI-0000000218,ORD-00000073,PROD-00008061,2,41.21
OI-0000000219,ORD-00000073,PROD-00003084,1,159.02
OI-0000000220,ORD-00000074,PROD-00003234,2,1091.4
OI-0000000221,ORD-00000074,PROD-00001689,3,1240.83
OI-0000000222,ORD-00000074,PROD-00006030,4,840.34
OI-0000000223,ORD-00000075,PROD-00006087,2,643.45
OI-0000000224,ORD-00000075,PROD-00008347,4,1025.25
OI-0000000225,ORD-00000075,PROD-00009549,3,1870.52
OI-0000000226,ORD-00000076,PROD-00003300,3,846.18
OI-0000000227,ORD-00000076,PROD-00000794,2,1121.08
OI-0000000228,ORD-00000076,PROD-00007758,4,811.83
OI-0000000229,ORD-00000077,PROD-00001324,3,896.14
OI-0000000230,ORD-00000077,PROD-00005964,2,1336.55
OI-0000000231,ORD-00000077,PROD-00000064,3,915.02
OI-0000000232,ORD-00000078,PROD-00001772,1,1980.38
OI-0000000233,ORD-00000078,PROD-00003770,1,533.88
OI-0000000234,ORD-00000078,PROD-00008776,2,1834.31
OI-0000000235,ORD-00000079,PROD-00004715,4,1171.75
OI-0000000236,ORD-00000079,PROD-00002113,1,1094.12
OI-0000000237,ORD-00000079,PROD-00001245,2,1350.19
OI-0000000238,ORD-00000080,PROD-00004551,2,705.69
OI-0000000239,ORD-00000080,PROD-00004560,3,1117.44
OI-0000000240,ORD-00000080,PROD-00005933,1,740.18
OI-0000000241,ORD-00000081,PROD-00001084,4,132.15
OI-0000000242,ORD-00000081,PROD-00005330,3,838.42
OI-0000000243,ORD-00000081,PROD-00000224,4,94.35
OI-0000000244,ORD-00000082,PROD-00002248,1,1552.1
OI-0000000245,ORD-00000082,PROD-00005689,1,75.07
OI-0000000246,ORD-00000082,PROD-00008789,4,275.79
OI-0000000247,ORD-00000083,PROD-00006973,4,519.89
OI-0000000248,ORD-00000083,PROD-00003514,5,290.9
OI-0000000249,ORD-00000083,PROD-00005055,4,497.71
OI-0000000250,ORD-00000084,PROD-00005568,4,685.73
OI-0000000251,ORD-00000084,PROD-00007995,4,1515.31
OI-0000000252,ORD-00000084,PROD-00007407,5,544.51
OI-0000000253,ORD-00000085,PROD-00004195,1,1951.14
OI-0000000254,ORD-00000085,PROD-00005250,3,1112.75
OI-0000000255,ORD-00000085,PROD-00008911,4,681.45
OI-0000000256,ORD-00000086,PROD-00004622,5,1710.9
OI-0000000257,ORD-00000086,PROD-00004477,4,1564.4
OI-0000000258,ORD-00000086,PROD-00002405,5,272.34
OI-0000000259,ORD-00000087,PROD-00006650,3,1393.23
OI-0000000260,ORD-00000087,PROD-00006236,1,795.05
OI-0000000261,ORD-00000087,PROD-00008901,3,691.47
OI-0000000262,ORD-00000088,PROD-00006988,3,469.21
OI-0000000263,ORD-00000088,PROD-00000777,5,717.65
OI-0000000264,ORD-00000088,PROD-00009476,5,1390.94
OI-0000000265,ORD-00000089,PROD-00002880,3,296.37
OI-0000000266,ORD-00000089,PROD-00009162,2,920.36
OI-0000000267,ORD-00000089,PROD-00001062,2,1222.91
OI-0000000268,ORD-00000090,PROD-00007163,4,264.09
OI-0000000269,ORD-00000090,PROD-00007778,1,1672.25
OI-0000000270,ORD-00000090,PROD-00005518,4,1523.21
OI-0000000271,ORD-00000091,PROD-00008180,5,1259.09
OI-0000000272,ORD-00000091,PROD-00009769,2,221.07
OI-0000000273,ORD-00000091,PROD-00004478,2,1893.6
OI-0000000274,ORD-00000092,PROD-00008092,1,1177.4
OI-0000000275,ORD-00000092,PROD-00009404,1,847.27
OI-0000000276,ORD-00000092,PROD-00003038,5,915.6
OI-0000000277,ORD-00000093,PROD-00004971,3,561.91
OI-0000000278,ORD-00000093,PROD-00000884,3,135.34
OI-0000000279,ORD-00000093,PROD-00002700,1,1930.67
OI-0000000280,ORD-00000094,PROD-00002797,2,203.58
OI-0000000281,ORD-00000094,PROD-00006191,3,1804.07
OI-0000000282,ORD-00000094,PROD-00003134,4,1567.83
OI-0000000283,ORD-00000095,PROD-00006052,4,1003.31
OI-0000000284,ORD-00000095,PROD-00008720,5,979.19
OI-0000000285,ORD-00000095,PROD-00001066,5,1051.15
OI-0000000286,ORD-00000096,PROD-00004269,4,1330.48
OI-0000000287,ORD-00000096,PROD-00009634,4,1709.34
OI-0000000288,ORD-00000096,PROD-00003932,1,1101.2
OI-0000000289,ORD-00000097,PROD-00002267,2,313.89
OI-0000000290,ORD-00000097,PROD-00003414,1,1319.82
OI-0000000291,ORD-00000097,PROD-00006149,2,1285.07
OI-0000000292,ORD-00000098,PROD-00005775,1,1381.56
OI-0000000293,ORD-00000098,PROD-00002548,4,223.91
OI-0000000294,ORD-00000098,PROD-00005506,5,1687.85
OI-0000000295,ORD-00000099,PROD-00003317,4,621.55
OI-0000000296,ORD-00000099,PROD-00007239,2,1756.21
OI-0000000297,ORD-00000099,PROD-00006439,2,514.61
OI-0000000298,ORD-00000100,PROD-00004137,4,1783.97
OI-0000000299,ORD-00000100,PROD-00007995,1,1251.46
OI-0000000300,ORD-00000100,PROD-00006489,5,1837.49
OI-0000000301,ORD-00000101,PROD-00005793,3,916.02
OI-0000000302,ORD-00000101,PROD-00006918,5,180.97
OI-0000000303,ORD-00000101,PROD-00003573,2,718.01
OI-0000000304,ORD-00000102,PROD-00003918,1,920.77
OI-0000000305,ORD-00000102,PROD-00009272,4,1462.46
OI-0000000306,ORD-00000102,PROD-00008709,1,1982.62
OI-0000000307,ORD-00000103,PROD-00007796,1,1461.38
OI-0000000308,ORD-00000103,PROD-00002042,5,455.82
OI-0000000309,ORD-00000103,PROD-00000102,1,160.38
OI-0000000310,ORD-00000104,PROD-00003298,1,1325.1
OI-0000000311,ORD-00000104,PROD-00007267,2,1705.47
OI-0000000312,ORD-00000104,PROD-00005432,2,1984.62
OI-0000000313,ORD-00000105,PROD-00003811,1,1077.07
OI-0000000314,ORD-00000105,PROD-00001978,3,1484.74
OI-0000000315,ORD-00000105,PROD-00005845,3,105.21
OI-0000000316,ORD-00000106,PROD-00002061,5,849.02
OI-0000000317,ORD-00000106,PROD-00009286,4,1763.47
OI-0000000318,ORD-00000106,PROD-00002191,1,1849.4
OI-0000000319,ORD-00000107,PROD-00003600,3,591.89
OI-0000000320,ORD-00000107,PROD-00008808,5,1982.82
OI-0000000321,ORD-00000107,PROD-00006408,5,1689.94
OI-0000000322,ORD-00000108,PROD-00007301,2,938.36
OI-0000000323,ORD-00000108,PROD-00005096,4,1345.37
OI-0000000324,ORD-00000108,PROD-00002397,2,355.59
OI-0000000325,ORD-00000109,PROD-00009767,4,1497.32
OI-0000000326,ORD-00000109,PROD-00006628,5,252.52
OI-0000000327,ORD-00000109,PROD-00000126,5,312.82
OI-0000000328,ORD-00000110,PROD-00004502,2,1105.6
OI-0000000329,ORD-00000110,PROD-00008201,1,1899.61
OI-0000000330,ORD-00000110,PROD-00003607,2,1265.36
OI-0000000331,ORD-00000111,PROD-00008872,3,879.01
OI-0000000332,ORD-00000111,PROD-00006630,1,1317.98
OI-0000000333,ORD-00000111,PROD-00000606,4,1834.68
OI-0000000334,ORD-00000112,PROD-00000185,5,346.62
OI-0000000335,ORD-00000112,PROD-00001291,4,899.56
OI-0000000336,ORD-00000112,PROD-00005302,4,1616.49
OI-0000000337,ORD-00000113,PROD-00009343,3,78.05
OI-0000000338,ORD-00000113,PROD-00009206,4,1867.23
OI-0000000339,ORD-00000113,PROD-00009140,2,316.98
OI-0000000340,ORD-00000114,PROD-00006974,5,1856.99
OI-0000000341,ORD-00000114,PROD-00000225,1,200.17
OI-0000000342,ORD-00000114,PROD-00007182,5,631.99
OI-0000000343,ORD-00000115,PROD-00003849,5,208.3
OI-0000000344,ORD-00000115,PROD-00000149,1,758.05
OI-0000000345,ORD-00000115,PROD-00004523,5,881.32
OI-0000000346,ORD-00000116,PROD-00006087,4,76.52
OI-0000000347,ORD-00000116,PROD-00000611,1,1026.65
OI-0000000348,ORD-00000116,PROD-00000221,3,1146.67
OI-0000000349,ORD-00000117,PROD-00002811,3,852.07
OI-0000000350,ORD-00000117,PROD-00005134,1,1396.85
OI-0000000351,ORD-00000117,PROD-00003326,4,325.4
OI-0000000352,ORD-00000118,PROD-00005315,4,1596.63
OI-0000000353,ORD-00000118,PROD-00004819,1,168.78
OI-0000000354,ORD-00000118,PROD-00000825,4,361.16
OI-0000000355,ORD-00000119,PROD-00001718,4,100.53
OI-0000000356,ORD-00000119,PROD-00009377,4,1938.82
OI-0000000357,ORD-00000119,PROD-00005861,3,1934.56
OI-0000000358,ORD-00000120,PROD-00004816,3,329.75
OI-0000000359,ORD-00000120,PROD-00004399,2,1576.35
OI-0000000360,ORD-00000120,PROD-00008807,3,371.95
OI-0000000361,ORD-00000121,PROD-00009203,5,1094.28
OI-0000000362,ORD-00000121,PROD-00005915,5,1069.08
OI-0000000363,ORD-00000121,PROD-00006955,4,80.5
OI-0000000364,ORD-00000122,PROD-00004793,1,1149.2
OI-0000000365,ORD-00000122,PROD-00005770,3,1844.84
OI-0000000366,ORD-00000122,PROD-00005878,1,330.99
OI-0000000367,ORD-00000123,PROD-00004847,2,1032.45
OI-0000000368,ORD-00000123,PROD-00000232,3,1454.45
OI-0000000369,ORD-00000123,PROD-00004965,3,350.27
OI-0000000370,ORD-00000124,PROD-00007225,4,1617.59
OI-0000000371,ORD-00000124,PROD-00005918,2,550.38
OI-0000000372,ORD-00000124,PROD-00001314,1,185.79
OI-0000000373,ORD-00000125,PROD-00003585,1,1017.12
OI-0000000374,ORD-00000125,PROD-00003656,4,1639.3
OI-0000000375,ORD-00000125,PROD-00000083,5,60.05
OI-0000000376,ORD-00000126,PROD-00000391,2,1952.17
OI-0000000377,ORD-00000126,PROD-00007302,5,151.44
OI-0000000378,ORD-00000126,PROD-00003413,3,622.62
OI-0000000379,ORD-00000127,PROD-00001151,1,1665.78
OI-0000000380,ORD-00000127,PROD-00006748,2,1037.57
OI-0000000381,ORD-00000127,PROD-00003919,2,1972.04
OI-0000000382,ORD-00000128,PROD-00007663,4,1639.77
OI-0000000383,ORD-00000128,PROD-00008473,5,1249.21
OI-0000000384,ORD-00000128,PROD-00006770,3,1999.69
OI-0000000385,ORD-00000129,PROD-00000856,2,348.65
OI-0000000386,ORD-00000129,PROD-00000328,2,1105.84
OI-0000000387,ORD-00000129,PROD-00009293,3,179.8
OI-0000000388,ORD-00000130,PROD-00001504,4,1939.36
OI-0000000389,ORD-00000130,PROD-00007561,3,1781.1
OI-0000000390,ORD-00000130,PROD-00006779,2,529.59
OI-0000000391,ORD-00000131,PROD-00005942,3,665.72
OI-0000000392,ORD-00000131,PROD-00003034,4,1933.11
OI-0000000393,ORD-00000131,PROD-00007652,1,1124.91
OI-0000000394,ORD-00000132,PROD-00006454,3,1027.74
OI-0000000395,ORD-00000132,PROD-00003147,2,495.05
OI-0000000396,ORD-00000132,PROD-00008719,2,1599.89
OI-0000000397,ORD-00000133,PROD-00007304,4,1715.57
OI-0000000398,ORD-00000133,PROD-00008592,1,999.96
OI-0000000399,ORD-00000133,PROD-00002541,4,697.6
OI-0000000400,ORD-00000134,PROD-00006058,3,1848.01
OI-0000000401,ORD-00000134,PROD-00008597,1,949.69
OI-0000000402,ORD-00000134,PROD-00006325,1,42.77
OI-0000000403,ORD-00000135,PROD-00004847,3,1506.09
OI-0000000404,ORD-00000135,PROD-00006195,1,110.33
OI-0000000405,ORD-00000135,PROD-00004920,1,1471.95
OI-0000000406,ORD-00000136,PROD-00003846,1,1762.23
OI-0000000407,ORD-00000136,PROD-00007351,4,162.06
OI-0000000408,ORD-00000136,PROD-00008394,3,1799.39
OI-0000000409,ORD-00000137,PROD-00005370,1,32.21
OI-0000000410,ORD-00000137,PROD-00005829,2,623.32
OI-0000000411,ORD-00000137,PROD-00006801,2,40.28
OI-0000000412,ORD-00000138,PROD-00006131,5,1346.47
OI-0000000413,ORD-00000138,PROD-00005672,4,918.92
OI-0000000414,ORD-00000138,PROD-00005094,3,1410.61
OI-0000000415,ORD-00000139,PROD-00005037,3,942.59
OI-0000000416,ORD-00000139,PROD-00005627,3,194.35
OI-0000000417,ORD-00000139,PROD-00004863,4,522.78
OI-0000000418,ORD-00000140,PROD-00009654,3,1912.37
OI-0000000419,ORD-00000140,PROD-00002192,1,1928.15
OI-0000000420,ORD-00000140,PROD-00005556,4,76.74
OI-0000000421,ORD-00000141,PROD-00004036,3,1097.1
OI-0000000422,ORD-00000141,PROD-00000561,3,462.44
OI-0000000423,ORD-00000141,PROD-00006370,2,124.31
OI-0000000424,ORD-00000142,PROD-00007702,5,1113.86
OI-0000000425,ORD-00000142,PROD-00000359,4,333.05
OI-0000000426,ORD-00000142,PROD-00006929,5,49.78
OI-0000000427,ORD-00000143,PROD-00006880,3,1252.9
OI-0000000428,ORD-00000143,PROD-00005228,3,76.68
OI-0000000429,ORD-00000143,PROD-00007577,1,760.01
OI-0000000430,ORD-00000144,PROD-00008703,2,881.41
OI-0000000431,ORD-00000144,PROD-00001925,2,1200.54
OI-0000000432,ORD-00000144,PROD-00007535,5,334.75
OI-0000000433,ORD-00000145,PROD-00001723,5,723.47
OI-0000000434,ORD-00000145,PROD-00009628,1,680.06
OI-0000000435,ORD-00000145,PROD-00000138,5,1002.22
OI-0000000436,ORD-00000146,PROD-00002221,2,1076.58
OI-0000000437,ORD-00000146,PROD-00000905,1,1894.4
OI-0000000438,ORD-00000146,PROD-00002535,2,498.12
OI-0000000439,ORD-00000147,PROD-00000925,1,226.4
OI-0000000440,ORD-00000147,PROD-00008929,4,1007.38
OI-0000000441,ORD-00000147,PROD-00007953,4,1086.68
OI-0000000442,ORD-00000148,PROD-00008889,4,273.48
OI-0000000443,ORD-00000148,PROD-00008138,1,188.67
OI-0000000444,ORD-00000148,PROD-00004557,5,881.93
OI-0000000445,ORD-00000149,PROD-00001598,2,218.27
OI-0000000446,ORD-00000149,PROD-00005089,4,93.54
OI-0000000447,ORD-00000149,PROD-00002881,2,480.69
OI-0000000448,ORD-00000150,PROD-00004046,3,1086.02
OI-0000000449,ORD-00000150,PROD-00003116,2,1927.03
OI-0000000450,ORD-00000150,PROD-00004674,5,977.41
OI-0000000451,ORD-00000151,PROD-00009243,4,620.62
OI-0000000452,ORD-00000151,PROD-00009770,3,561.0
OI-0000000453,ORD-00000151,PROD-00006922,1,669.96
OI-0000000454,ORD-00000152,PROD-00005486,5,1989.5
OI-0000000455,ORD-00000152,PROD-00008915,1,251.21
OI-0000000456,ORD-00000152,PROD-00007893,1,1023.86
OI-0000000457,ORD-00000153,PROD-00005047,1,451.45
